Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
TOI 190.01,0.029,0.106,,1.05,,1265.0,973.0,,10.0206,5.7592,8.8,157.96,5985.0,4.268,True,toi
TOI 574.01,0.232,0.101,,1.59,,2280.0,1754.0,,3.3024,5.1744,11.4,861.84,6143.0,3.94,True,toi
TOI 1146.01,0.267,0.034,,0.55,,7432.0,5717.0,,0.6602,1.6349,8.5,411.31,11787.0,4.096,True,toi
TOI 161.01,,,,0.41,,,0.0,,2.7684,4.223,10.5,333.65,5388.0,,True,toi
TOI 812.01,0.02,0.057,,1.28,,1352.0,1131.0,,13.8666,6.491,10.3,426.02,6707.0,4.199,True,toi
TOI 1109.01,0.01,0.066,,0.76,,1117.0,1505.0,,7.0408,2.979,8.7,102.24,5411.0,4.491,True,toi
TOI 486.01,0.0,0.002,,0.05,,891.0,896.0,,1.7447,1.066,7.0,15.21,3470.0,4.802,True,toi
TOI 770.01,0.097,0.063,,1.37,,2007.0,1544.0,,4.637,4.8238,11.6,816.99,6669.0,4.136,True,toi
TOI 1120.01,0.561,0.154,,1.19,,2976.0,2561.0,,1.6623,3.321,9.9,386.32,7301.0,4.226,True,toi
TOI 735.01,0.021,0.015,,0.27,,1838.0,368.0,,2.5937,3.0544,8.4,121.75,5317.0,4.17,True,toi
TOI 1414.01,0.396,0.175,,1.6,,2358.0,1814.0,,3.0198,3.5897,10.4,460.95,7128.0,4.238,True,toi
TOI 827.01,0.62,0.205,,1.31,,2537.0,1952.0,,1.2283,2.0554,10.3,336.99,5957.0,4.265,True,toi
TOI 1244.01,0.0,0.003,,0.2,,909.0,699.0,,6.4003,2.156,9.4,102.55,4599.0,4.585,True,toi
TOI 597.01,,,,0.76,,,810.0,,6.5224,2.63,8.3,253.62,5245.0,,True,toi
TOI 1269.01,0.001,0.004,,0.21,,1293.0,995.0,,4.253,2.5734,9.9,172.14,5517.0,4.567,True,toi
TOI 987.01,0.295,0.159,,1.29,,2114.0,1607.0,,5.2152,4.9831,9.4,375.58,6296.0,3.858,True,toi
TOI 663.02,0.0,0.01,,0.35,,718.0,552.0,,4.6991,2.52,9.6,64.23,3664.0,4.727,True,toi
TOI 146.01,,,,,,,0.0,,6.3056,2.946,9.6,739.63,,,True,toi
TOI 530.01,0.0,0.014,,0.77,,644.0,496.0,,6.3876,2.5661,11.2,148.76,3566.0,4.698,True,toi
TOI 573.01,,,,1.77,,,532.0,,13.5773,1.7245,10.2,88.39,,4.911,True,toi
TOI 934.01,0.019,0.065,,1.11,,1237.0,952.0,,3.7817,2.4092,11.3,301.87,4849.0,4.457,True,toi
TOI 1344.01,0.016,0.086,,1.43,,1175.0,904.0,,13.7431,2.439,,121.18,6040.0,4.233,True,toi
TOI 969.01,0.013,0.022,,0.33,,1387.0,1002.0,,1.8237,1.347,8.9,77.26,4249.0,4.426,True,toi
TOI 1360.01,0.146,0.021,,0.46,,5541.0,4453.0,,0.709,2.49,9.7,533.61,8999.0,4.049,True,toi
TOI 940.01,,,,0.32,,,1228.0,,0.7387,0.594,9.4,,,,True,toi
TOI 727.01,0.0,0.002,,0.18,,707.0,441.0,,4.7244,0.999,8.8,42.97,3653.0,4.74,True,toi
TOI 1060.01,0.017,0.01,,0.35,,1950.0,619.0,,2.0686,0.373,8.7,128.49,5688.0,4.329,True,toi
TOI 785.01,0.0,0.0,,0.11,,477.0,367.0,,18.6264,15.6904,9.4,65.55,3733.0,4.684,True,toi
TOI 643.01,0.0,0.005,,0.65,,462.0,339.0,,9.6535,4.0094,11.3,87.77,3362.0,4.868,True,toi
TOI 1203.01,0.0,0.007,,0.26,,862.0,663.0,,25.5195,6.6877,7.0,64.99,5742.0,4.312,True,toi
TOI 357.01,0.12,0.019,,0.59,,4059.0,3122.0,,0.94,1.1225,9.7,480.32,6300.0,3.72,True,toi
TOI 1228.01,0.001,0.003,,0.25,,1348.0,1115.0,,29.0498,7.117,8.8,272.22,8557.0,4.258,True,toi
TOI 114.01,0.114,0.104,,0.94,,1740.0,1339.0,,3.2888,3.4368,9.6,216.53,5676.0,4.254,True,toi
TOI 294.01,0.002,0.043,,0.85,,897.0,697.0,,7.3279,2.896,9.8,127.59,4521.0,4.496,True,toi
TOI 218.01,0.001,0.001,,0.06,,1171.0,901.0,,0.4385,0.5193,10.8,52.34,3249.0,4.943,True,toi
TOI 884.01,,,,5.03,,,3566.0,,2.7809,1.803,9.7,1390.46,11246.0,,True,toi
TOI 1124.01,0.859,0.505,,1.25,,2079.0,1863.0,,3.5188,2.408,6.5,75.71,6690.0,4.241,True,toi
TOI 585.01,0.513,0.463,,1.75,,1800.0,1457.0,,5.5473,4.835,8.2,157.61,6522.0,4.176,True,toi
TOI 384.01,0.036,0.115,,2.75,,1297.0,1163.0,,9.3073,4.683,12.6,958.37,5847.0,4.222,True,toi
TOI 714.01,0.0,0.002,,0.13,,732.0,563.0,,4.3239,1.5783,9.5,53.85,3731.0,4.761,True,toi
TOI 141.01,0.053,0.018,,0.15,,2504.0,1835.0,,1.0082,1.41,6.4,48.09,5795.0,4.348,True,toi
TOI 1133.01,0.122,0.03,,0.43,,3017.0,2569.0,,1.8071,3.297,8.3,233.37,6244.0,3.837,True,toi
TOI 1070.01,,,,2.4,,,1387.0,,2.9776,3.257,10.7,,,,True,toi
TOI 1334.01,,,,2.09,,,2400.0,,4.0335,2.684,9.2,1276.26,11348.0,,True,toi
TOI 837.01,0.005,0.024,,0.63,,1210.0,704.0,,8.3249,1.406,8.9,142.49,6104.0,4.493,True,toi
TOI 989.01,0.036,0.011,,0.51,,2853.0,1605.0,,3.1212,1.417,9.7,476.81,7875.0,4.085,True,toi
TOI 1410.01,0.027,0.026,,0.31,,1617.0,980.0,,1.2169,0.86,8.6,72.75,4507.0,4.507,True,toi
TOI 782.01,0.0,0.001,,0.23,,505.0,389.0,,8.024,1.7083,9.9,52.51,3320.0,4.821,True,toi
TOI 1171.01,0.232,0.227,,2.84,,1803.0,1499.0,,11.1876,3.183,9.9,482.76,7550.0,4.059,True,toi
TOI 1029.01,,,,,,,0.0,,36.2221,5.107,13.5,,,,True,toi
TOI 194.01,,,,1.43,,,0.0,,4.8996,3.07,9.4,211.88,5776.0,,True,toi
TOI 821.01,0.0,0.001,,0.25,,466.0,372.0,,13.8233,1.3652,9.0,39.59,3560.0,4.783,True,toi
TOI 1242.01,0.029,0.01,,0.18,,2171.0,1539.0,,0.3815,0.565,9.8,110.01,4255.0,4.556,True,toi
TOI 1181.01,1.012,0.31,,1.49,,2652.0,3037.0,,2.1032,5.059,9.2,302.82,6122.0,3.933,True,toi
TOI 1395.01,0.055,0.012,,0.31,,3257.0,1987.0,,0.9874,1.464,9.3,279.95,6301.0,4.074,True,toi
TOI 897.01,0.053,0.014,,0.23,,2862.0,2487.0,,1.298,3.007,8.3,165.94,6128.0,4.082,True,toi
TOI 1080.01,0.0,0.001,,0.11,,503.0,387.0,,3.9652,1.0113,10.2,25.56,3227.0,5.064,True,toi
TOI 133.01,0.0,0.003,,0.17,,750.0,577.0,,8.1995,2.1168,8.1,48.63,4281.0,4.638,True,toi
TOI 1176.01,0.02,0.059,,1.14,,1337.0,1048.0,,14.0078,5.759,9.5,295.56,6612.0,4.184,True,toi
TOI 337.01,,,,2.59,,,1230.0,,6.8717,3.16,10.8,292.68,5369.0,,True,toi
TOI 1182.01,,,,2.46,,,1303.0,,7.6416,2.654,9.2,,,,True,toi
TOI 968.01,,,,,,,1340.0,,2.8094,3.151,9.1,,,,True,toi
TOI 256.02,0.0,0.003,,0.14,,513.0,394.0,,3.7779,1.4759,8.8,14.99,3166.0,5.037,True,toi
TOI 166.01,0.016,0.045,,0.82,,1304.0,1003.0,,5.0611,1.5562,9.6,172.16,5399.0,4.409,True,toi
TOI 1012.01,4.458,0.633,,2.22,,5495.0,5098.0,,0.8842,1.621,7.9,295.96,8928.0,3.921,True,toi
TOI 590.01,,,,,,,0.0,,18.9037,9.067,4.4,,,,True,toi
TOI 235.01,,,,0.54,,,796.0,,10.0903,1.7503,8.5,104.3,5454.0,,True,toi
TOI 753.01,0.661,0.281,,1.66,,2252.0,2214.0,,0.5553,1.622,13.1,597.75,5721.0,4.852,True,toi
TOI 307.01,0.023,0.043,,1.52,,1447.0,1113.0,,6.1668,2.2619,12.1,738.17,5747.0,4.235,True,toi
TOI 647.01,,,,1.18,,,1119.0,,4.9077,3.753,8.7,553.63,4900.0,,True,toi
TOI 1403.01,0.928,0.247,,1.64,,3071.0,2363.0,,2.336,6.0166,9.9,482.6,7577.0,4.048,True,toi
TOI 258.01,0.182,0.07,,1.35,,2428.0,1868.0,,3.1902,1.8263,10.3,530.55,6475.0,3.961,True,toi
TOI 184.01,0.49,0.416,,2.18,,1842.0,1417.0,,4.8171,3.1823,9.3,247.44,6674.0,4.265,True,toi
TOI 119.01,0.001,0.006,,0.18,,1103.0,1117.0,,5.5411,2.467,8.0,66.62,5130.0,4.545,True,toi
TOI 1187.01,0.024,0.012,,0.4,,2162.0,1159.0,,2.5942,0.861,9.1,221.07,6389.0,4.255,True,toi
TOI 1399.01,0.14,0.044,,0.53,,2675.0,3488.0,,1.3813,2.4,9.5,252.4,6483.0,4.28,True,toi
TOI 1196.01,0.15,0.086,,1.4,,2099.0,1206.0,,5.5377,2.517,9.6,424.44,6689.0,3.962,True,toi
TOI 769.01,0.014,0.081,,0.96,,1147.0,953.0,,4.9817,2.733,10.0,177.29,5315.0,4.61,True,toi
TOI 202.01,0.016,0.022,,0.84,,1500.0,1154.0,,1.7387,1.1898,13.1,627.34,4610.0,4.473,True,toi
TOI 476.01,0.653,0.21,,1.32,,2755.0,1930.0,,3.063,3.284,8.4,244.9,7451.0,4.047,True,toi
TOI 414.01,2.319,1.139,,2.22,,2136.0,2088.0,,1.8249,1.757,8.3,115.12,5774.0,4.273,True,toi
TOI 484.01,0.009,0.059,,0.8,,1090.0,1075.0,,4.7287,4.533,10.1,149.95,4421.0,4.369,True,toi
TOI 177.01,0.0,0.01,,0.18,,845.0,610.0,,2.8531,1.142,7.3,22.48,3639.0,4.722,True,toi
TOI 280.01,0.0,0.003,,0.22,,921.0,708.0,,10.1843,1.7293,8.9,99.66,5456.0,4.629,True,toi
TOI 665.01,0.045,0.245,,1.93,,1166.0,897.0,,14.0661,3.4744,8.1,131.02,5661.0,4.104,True,toi
TOI 942.01,0.003,0.011,,0.31,,1228.0,1120.0,,4.3277,3.181,9.6,152.6,4945.0,4.43,True,toi
TOI 311.01,0.38,0.193,,1.32,,1875.0,1137.0,,0.7963,0.997,10.9,232.86,4034.0,4.285,True,toi
TOI 1092.01,7.947,1.612,,2.74,,3434.0,3958.0,,1.1923,3.119,8.2,209.92,6534.0,3.948,True,toi
TOI 396.02,0.022,0.018,,0.16,,1847.0,1404.0,,3.5853,2.495,5.1,31.96,6308.0,4.314,True,toi
TOI 766.01,0.072,0.105,,1.12,,1560.0,1200.0,,3.4465,2.4626,10.6,283.97,6184.0,4.589,True,toi
TOI 872.01,0.003,0.006,,0.25,,1381.0,1062.0,,2.2396,1.1229,10.4,179.25,4873.0,4.578,True,toi
TOI 592.01,0.017,0.021,,0.75,,1622.0,942.0,,10.4138,3.482,9.4,358.44,6433.0,3.964,True,toi
TOI 1153.01,0.092,0.066,,0.88,,1984.0,1293.0,,6.0361,1.255,7.7,147.13,7401.0,4.211,True,toi
TOI 397.01,0.031,0.015,,0.33,,2141.0,1275.0,,1.5465,1.101,9.3,167.01,5651.0,4.322,True,toi
TOI 1027.01,0.002,0.012,,0.26,,1039.0,992.0,,3.2835,1.537,8.4,56.34,4272.0,4.599,True,toi
TOI 537.01,0.069,0.065,,1.64,,1756.0,1351.0,,4.0379,2.9331,12.5,882.47,6240.0,4.311,True,toi
TOI 655.01,1.064,0.345,,1.47,,2488.0,1914.0,,0.7888,1.6417,10.5,268.33,5503.0,4.401,True,toi
TOI 1382.01,0.984,0.138,,0.97,,4888.0,3038.0,,0.4448,1.058,9.0,285.67,7184.0,4.095,True,toi
TOI 1034.01,0.032,0.011,,0.38,,2845.0,2188.0,,3.6345,2.5339,9.5,363.44,9810.0,4.425,True,toi
TOI 344.01,0.013,0.031,,0.85,,1399.0,1076.0,,6.0672,3.0803,11.1,404.2,6149.0,4.44,True,toi
TOI 862.01,,,,1.41,,,1223.0,,3.3102,2.7253,7.9,,,,True,toi
TOI 1318.01,,,,,,,0.0,,4.9865,2.441,9.6,343.73,,,True,toi
TOI 757.01,0.0,0.003,,0.19,,747.0,618.0,,17.4682,3.491,7.9,60.34,5335.0,4.635,True,toi
TOI 217.01,0.07,0.037,,0.42,,2133.0,3201.0,,3.1386,3.541,8.0,142.02,6358.0,4.157,True,toi
TOI 951.01,0.802,0.482,,1.8,,2034.0,1554.0,,2.9684,3.707,9.1,206.34,6288.0,4.249,True,toi
TOI 984.01,,,,1.15,,,1841.0,,7.5212,6.133,9.4,442.79,7773.0,,True,toi
TOI 786.01,0.0,0.003,,0.21,,1169.0,1356.0,,12.6694,4.818,8.9,167.95,5854.0,4.226,True,toi
TOI 953.01,0.862,0.442,,1.73,,2145.0,1559.0,,2.9684,3.663,8.8,204.32,6200.0,4.128,True,toi
TOI 879.01,,,,,,3158.0,1664.0,,6.5845,3.395,9.3,602.73,9839.0,3.905,True,toi
TOI 335.01,0.143,0.063,,0.76,,2273.0,2344.0,,1.2609,2.718,11.4,472.61,6222.0,4.531,True,toi
TOI 1355.01,0.981,0.239,,1.36,,3449.0,2653.0,,2.1703,2.1418,8.4,248.15,9218.0,4.271,True,toi
TOI 948.01,0.014,0.023,,0.94,,1495.0,1129.0,,12.7009,3.208,9.7,370.71,5829.0,3.788,True,toi
TOI 272.01,0.041,0.108,,1.11,,1307.0,1006.0,,3.3098,2.2677,10.4,201.34,4960.0,4.483,True,toi
TOI 1354.01,1.078,0.234,,0.8,,3741.0,5621.0,,1.4288,2.93,7.3,245.78,9224.0,4.373,True,toi
TOI 1193.01,,,,1.38,,,0.0,,2.222,1.996,9.9,501.96,7505.0,,True,toi
TOI 358.01,0.018,0.087,,2.4,,1188.0,781.0,,9.1033,1.928,11.8,579.03,5467.0,4.255,True,toi
TOI 214.01,0.0,0.002,,0.14,,750.0,623.0,,18.5537,3.438,6.9,38.96,5346.0,4.598,True,toi
TOI 533.01,0.0,0.003,,0.32,,702.0,540.0,,19.5716,4.1468,9.5,123.39,4666.0,4.413,True,toi
TOI 469.01,0.0,0.011,,0.32,,923.0,710.0,,13.6308,4.3427,7.6,68.19,5283.0,4.393,True,toi
TOI 1219.01,0.014,0.004,,0.18,,2754.0,2462.0,,1.9143,3.256,9.5,301.29,7160.0,4.241,True,toi
TOI 465.01,0.011,0.04,,0.56,,1232.0,948.0,,3.8362,2.4128,9.3,122.07,4936.0,4.491,True,toi
TOI 698.01,0.0,0.0,,0.19,,456.0,351.0,,15.0868,2.125,9.8,63.37,3526.0,4.762,True,toi
TOI 1372.01,0.022,0.028,,0.73,,1596.0,964.0,,6.1601,1.67,9.2,244.04,5772.0,4.074,True,toi
TOI 198.01,0.0,0.001,,0.13,,547.0,421.0,,10.215,1.9683,7.9,23.73,3782.0,4.784,True,toi
TOI 354.01,0.433,0.281,,2.25,,1938.0,1471.0,,3.0002,1.7,10.3,366.82,5767.0,4.151,True,toi
TOI 526.01,0.0,0.013,,0.55,,580.0,438.0,,7.6991,4.3806,10.1,70.93,3601.0,4.767,True,toi
TOI 1216.01,0.0,0.001,,0.08,,902.0,694.0,,4.5542,7.8147,9.7,99.54,4280.0,4.657,True,toi
TOI 1307.01,,,,,,,1193.0,,2.5346,1.978,9.4,,,,True,toi
TOI 152.01,0.011,0.021,,0.73,,1462.0,1161.0,,7.0078,2.68,10.5,376.85,6343.0,4.344,True,toi
TOI 495.01,2.392,0.631,,1.97,,2971.0,2473.0,,1.2749,2.783,9.4,269.9,6776.0,4.234,True,toi
TOI 498.01,0.215,0.031,,0.36,,4511.0,3470.0,,0.275,0.5251,8.8,188.36,6542.0,4.326,True,toi
TOI 598.01,,,,1.06,,,2160.0,,3.0432,3.192,9.7,869.55,12826.0,,True,toi
TOI 1041.01,2.472,0.856,,3.85,,2795.0,1924.0,,8.3079,3.228,7.8,305.03,9081.0,3.831,True,toi
TOI 443.01,0.107,0.078,,1.19,,1892.0,1456.0,,3.3107,3.7034,11.2,516.54,6030.0,4.225,True,toi
TOI 672.01,0.0,0.02,,0.45,,797.0,613.0,,3.6336,1.7809,9.5,66.91,3659.0,4.699,True,toi
TOI 1073.01,0.005,0.05,,1.19,,1024.0,788.0,,3.9228,1.8736,11.9,300.67,4434.0,4.589,True,toi
TOI 1224.01,0.0,0.003,,0.19,,641.0,493.0,,4.1783,1.6759,9.1,37.33,3392.0,4.823,True,toi
TOI 142.01,0.057,0.096,,1.13,,1334.0,1026.0,,0.8534,1.2019,12.5,320.24,3630.0,4.644,True,toi
TOI 605.01,,,,1.48,,,0.0,,3.3841,1.578,9.9,508.9,8265.0,,True,toi
TOI 1375.01,0.021,0.016,,0.52,,1952.0,1480.0,,5.4561,3.1,9.9,365.17,7465.0,4.314,True,toi
TOI 1051.01,,,,0.21,,,685.0,,21.7017,8.2676,6.1,53.19,5625.0,,True,toi
TOI 611.01,0.016,0.049,,0.47,,1257.0,2207.0,,3.1472,3.402,9.0,97.32,4869.0,4.544,True,toi
TOI 233.01,0.0,0.001,,0.18,,469.0,361.0,,11.67,2.0534,9.1,33.77,3568.0,4.845,True,toi
TOI 1160.01,,,,,,,0.0,,2.3664,2.591,5.6,2320.13,,,True,toi
TOI 1081.01,,,,1.02,,,,,2.9828,3.1095,10.6,354.05,6027.0,,True,toi
TOI 1267.01,,,,0.87,,,1192.0,,6.7901,6.0787,11.0,,6378.0,,True,toi
TOI 1256.01,0.001,0.092,,0.36,,671.0,516.0,,1.0332,3.8018,10.7,,2972.0,5.157,True,toi
TOI 911.01,0.224,0.48,,1.91,,1416.0,1089.0,,8.5842,2.0925,7.1,84.78,5963.0,4.155,True,toi
TOI 902.01,0.027,0.056,,1.42,,1443.0,1110.0,,18.2593,1.7159,8.1,219.44,6367.0,3.82,True,toi
TOI 686.01,0.012,0.007,,0.3,,2125.0,1635.0,,3.5138,1.758,9.2,255.34,6586.0,4.172,True,toi
TOI 742.01,0.069,0.012,,0.24,,4204.0,3166.0,,0.9631,2.3785,8.4,227.26,8508.0,4.244,True,toi
TOI 181.01,0.008,0.051,,0.63,,1106.0,851.0,,4.5321,2.3754,9.0,96.23,4753.0,4.507,True,toi
TOI 1261.01,0.0,0.004,,0.34,,915.0,704.0,,18.0574,3.5922,9.6,199.96,5897.0,4.459,True,toi
TOI 818.01,0.112,0.123,,1.06,,1654.0,1195.0,,3.1185,2.0433,9.6,194.13,5717.0,4.387,True,toi
TOI 1144.01,0.008,0.068,,0.47,,1051.0,810.0,,4.8878,2.184,7.0,37.76,4778.0,4.563,True,toi
TOI 216.02,0.0,0.006,,0.58,,733.0,564.0,,17.389,2.6517,10.2,177.95,5026.0,4.554,True,toi
TOI 297.01,0.007,0.025,,1.04,,1218.0,937.0,,5.6748,1.783,11.6,461.51,4871.0,4.257,True,toi
TOI 705.01,0.0,0.001,,0.28,,568.0,437.0,,47.0196,5.8659,10.2,191.06,5249.0,4.505,True,toi
TOI 1135.01,0.03,0.093,,0.81,,1314.0,1114.0,,8.0277,4.292,8.2,114.05,6121.0,4.376,True,toi
TOI 1406.01,0.007,0.023,,0.84,,1308.0,1007.0,,10.574,4.04,10.7,414.23,6519.0,4.356,True,toi
TOI 1304.01,0.007,0.026,,0.54,,1268.0,1591.0,,8.8735,4.059,8.9,156.34,5992.0,4.336,True,toi
TOI 1098.01,0.002,0.008,,0.27,,1244.0,957.0,,10.1827,2.8275,8.0,105.1,6413.0,4.43,True,toi
TOI 941.01,0.006,0.02,,0.62,,1277.0,1000.0,,8.5146,3.78,10.0,263.39,5920.0,4.323,True,toi
TOI 285.01,0.0,0.0,,0.27,,443.0,329.0,,32.3325,3.4596,10.1,115.8,3964.0,4.615,True,toi
TOI 1249.01,0.0,0.004,,0.29,,956.0,735.0,,13.0792,2.97,9.1,139.49,5453.0,4.417,True,toi
TOI 479.01,0.139,0.151,,1.13,,1651.0,1270.0,,2.7817,2.1508,9.7,194.55,5597.0,4.415,True,toi
TOI 831.01,,,,0.69,,,1615.0,,1.5617,2.1308,7.7,86.06,5808.0,,True,toi
TOI 1327.01,1.363,0.262,,2.47,,4029.0,2902.0,,3.9392,2.379,8.1,457.79,8715.0,3.548,True,toi
TOI 164.01,0.012,0.028,,0.79,,1397.0,1296.0,,7.319,3.771,10.6,360.13,6099.0,4.317,True,toi
TOI 1136.01,0.002,0.03,,0.5,,1002.0,1393.0,,12.5187,5.38,8.0,84.54,5767.0,4.47,True,toi
TOI 995.01,,,,,,,1708.0,,3.4438,2.572,8.4,1080.88,4920.0,,True,toi
TOI 1366.01,0.11,0.413,,2.37,,1251.0,962.0,,14.8627,3.3251,7.5,118.59,5717.0,3.969,True,toi
TOI 1089.01,0.857,0.206,,2.3,,3702.0,4243.0,,4.737,3.902,10.1,778.13,11600.0,4.135,True,toi
TOI 103.01,0.143,0.114,,1.3,,1859.0,1505.0,,3.5479,3.4943,10.7,411.21,6371.0,4.33,True,toi
TOI 1387.01,0.127,0.022,,0.35,,4245.0,2743.0,,0.7838,1.443,8.4,239.69,7976.0,4.22,True,toi
TOI 702.01,0.0,0.003,,0.18,,879.0,676.0,,3.5681,1.4556,9.8,84.4,3980.0,4.707,True,toi
TOI 394.01,0.595,0.075,,0.53,,5062.0,2976.0,,0.3915,0.746,7.1,142.4,6337.0,3.855,True,toi
TOI 1121.01,,,,,,,0.0,,4.0761,2.062,9.9,338.64,5966.0,,True,toi
TOI 348.01,0.245,0.041,,0.78,,3705.0,2850.0,,0.4948,0.9449,11.3,607.92,5879.0,4.108,True,toi
TOI 1246.02,0.002,0.008,,0.29,,1241.0,955.0,,4.3075,2.3379,9.9,169.42,5141.0,4.491,True,toi
TOI 1340.01,0.003,0.017,,0.48,,1164.0,896.0,,8.5875,5.1459,9.9,208.69,5929.0,4.483,True,toi
TOI 572.01,0.156,0.088,,1.3,,2112.0,1625.0,,2.3383,2.8959,11.8,660.82,6683.0,4.448,True,toi
TOI 1095.01,0.478,0.087,,1.23,,3851.0,2962.0,,1.4821,2.1867,9.7,582.52,7066.0,3.78,True,toi
TOI 353.01,,,,3.5,,,1687.0,,1.298,2.5299,12.1,1367.8,4965.0,,True,toi
TOI 1246.01,0.0,0.004,,0.39,,762.0,586.0,,18.6549,5.4431,9.9,169.42,5141.0,4.491,True,toi
TOI 797.01,0.0,0.002,,0.11,,948.0,729.0,,1.8008,1.1863,9.6,56.19,3607.0,4.761,True,toi
TOI 162.01,0.015,0.087,,1.39,,1144.0,849.0,,7.7647,3.185,10.5,274.73,5526.0,4.433,True,toi
TOI 116.01,0.084,0.153,,1.07,,1416.0,1089.0,,2.7986,2.3801,9.7,149.94,4935.0,4.432,True,toi
TOI 959.01,,,,,,3806.0,2884.0,,1.541,1.686,10.4,639.56,7491.0,3.893,True,toi
TOI 773.01,0.036,0.078,,1.09,,1389.0,1095.0,,4.9713,3.283,10.4,271.1,5494.0,4.344,True,toi
TOI 413.01,0.511,0.296,,1.54,,2112.0,1625.0,,3.6624,3.767,9.1,246.69,7002.0,4.282,True,toi
TOI 692.01,0.053,0.008,,0.31,,5560.0,3365.0,,1.036,1.855,9.0,481.97,9622.0,3.951,True,toi
TOI 714.02,0.0,0.001,,0.14,,550.0,423.0,,10.1775,2.0402,9.5,53.85,3731.0,4.761,True,toi
TOI 1166.01,0.225,0.121,,0.74,,2098.0,3091.0,,1.8825,2.46,8.9,153.74,6084.0,4.391,True,toi
TOI 234.01,0.001,0.027,,0.94,,861.0,663.0,,2.8393,1.4012,12.3,249.35,3628.0,4.695,True,toi
TOI 403.01,0.133,0.124,,1.2,,1761.0,1372.0,,3.5328,3.4431,10.3,317.65,6153.0,4.354,True,toi
TOI 760.01,0.233,0.189,,2.57,,1932.0,1486.0,,12.3396,6.2659,10.2,651.26,8025.0,4.003,True,toi
TOI 376.01,0.061,0.066,,1.13,,1632.0,1256.0,,2.751,1.999,11.3,398.36,5317.0,4.342,True,toi
TOI 1084.01,0.43,0.167,,1.42,,2391.0,1840.0,,1.3485,2.4074,11.4,494.18,6185.0,4.39,True,toi
TOI 657.01,0.049,0.056,,1.17,,1652.0,1271.0,,4.5697,3.9536,11.5,562.26,6007.0,4.267,True,toi
TOI 364.01,,,,0.3,,,0.0,,0.4942,0.916,9.7,265.73,6220.0,,True,toi
TOI 584.01,3.076,0.466,,2.52,,5196.0,3997.0,,1.2602,1.7829,8.7,436.43,9255.0,3.881,True,toi
TOI 1150.01,4.725,0.838,,1.82,,4480.0,3446.0,,1.4811,4.1588,7.5,204.46,9550.0,4.105,True,toi
TOI 1348.01,0.004,0.006,,0.16,,1426.0,1174.0,,2.1406,2.029,9.0,101.71,4496.0,4.392,True,toi
TOI 427.01,1.846,0.505,,1.36,,2681.0,2635.0,,0.609,1.099,9.2,151.05,5452.0,4.402,True,toi
TOI 250.01,0.286,0.15,,1.16,,2083.0,1603.0,,1.6284,2.3682,10.6,309.14,5736.0,4.369,True,toi
TOI 661.01,0.143,0.092,,1.16,,2040.0,1570.0,,4.086,4.5421,10.5,500.26,7051.0,4.292,True,toi
TOI 1419.01,0.055,0.116,,0.9,,1388.0,1015.0,,2.8997,1.849,9.4,134.55,5224.0,4.558,True,toi
TOI 732.01,0.002,0.009,,0.1,,1080.0,831.0,,0.7684,1.0241,8.2,21.98,3331.0,4.851,True,toi
TOI 1263.01,0.021,0.012,,0.13,,1925.0,1449.0,,1.0215,1.252,7.1,46.55,5098.0,4.547,True,toi
TOI 926.01,,,,0.69,,,1442.0,,1.7958,1.666,9.6,216.21,5622.0,,True,toi
TOI 882.01,0.101,0.025,,0.72,,3112.0,1432.0,,2.3553,1.033,9.1,387.97,7069.0,3.883,True,toi
TOI 550.02,,,,1.49,,,625.0,,10.0432,3.0998,7.5,62.01,5055.0,,True,toi
TOI 861.01,1.269,0.316,,2.76,,3511.0,2416.0,,6.7392,2.537,8.2,422.36,10341.0,3.802,True,toi
TOI 256.01,0.0,0.0,,0.16,,274.0,157.0,,24.7373,2.0691,8.8,14.99,3166.0,5.037,True,toi
TOI 1085.01,,,,1.33,,,0.0,,3.2541,4.341,10.9,444.07,6102.0,,True,toi
TOI 318.01,0.007,0.037,,0.95,,1145.0,881.0,,3.7464,1.956,11.7,319.92,4696.0,4.534,True,toi
TOI 1233.03,0.002,0.008,,0.18,,1183.0,910.0,,6.2036,3.011,7.6,64.6,5724.0,4.573,True,toi
TOI 631.01,0.065,0.018,,0.53,,2866.0,2205.0,,2.5951,0.7921,8.2,233.7,6852.0,3.908,True,toi
TOI 1262.01,0.0,0.002,,0.19,,769.0,572.0,,20.8774,3.562,8.4,93.23,5396.0,4.505,True,toi
TOI 309.01,,,,1.16,,,994.0,,6.1573,2.7072,11.2,345.29,,,True,toi
TOI 829.01,0.011,0.02,,0.38,,1435.0,1104.0,,3.2878,2.3401,9.4,142.46,5250.0,4.438,True,toi
TOI 437.01,0.02,0.04,,1.07,,1387.0,1067.0,,2.7439,1.5032,12.2,446.04,4840.0,4.441,True,toi
TOI 980.01,0.082,0.02,,0.37,,2812.0,2163.0,,1.3388,3.2413,9.2,269.61,5322.0,3.816,True,toi
TOI 606.01,2.195,0.533,,2.71,,3106.0,3091.0,,2.0034,2.661,9.5,431.86,6733.0,3.883,True,toi
